49,62,29,37
6,27,55,23
18,12,3,35
11,47,76,51
9,68,73,77
60,7,21,15
22,20,1,71
44,10,75,24
42,79,63,82
25,61,33,72
28,19,43,74
31,45,58,4
66,69,80,13
40,41,64,81
39,53,57,70
67,32,46,36
56,30,5,14
52,38,78,50
48,54,16,34
26,17,65,8
59,15,22,2
9,7,1,37
77,11,75,49
6,10,35,61
18,55,73,20
3,29,72,43
45,33,68,42
60,40,71,19
41,70,76,82
63,80,12,31
62,28,14,36
53,30,74,27
79,25,57,66
51,56,69,38
23,39,58,78
16,46,2,17
64,50,47,59
48,13,24,8
21,26,34,32
65,5,44,67
81,4,52,54
10,43,40,68
15,29,82,61
45,49,76,71
70,63,19,62
22,31,14,3
12,30,55,79
38,66,33,9
53,73,78,1
17,37,27,42
64,23,25,28
59,35,51,8
58,48,26,20
57,80,46,50
13,4,67,18
81,34,74,44
56,65,77,52
72,54,21,11
69,24,16,47
75,41,32,60
39,5,36,6
7,63,2,55
3,40,53,61
82,12,19,10
71,14,37,33
68,78,51,27
35,15,31,66
17,23,80,62
64,38,26,70
46,9,48,25
44,59,30,58
8,20,67,54
47,72,65,13
60,34,73,11
24,22,41,56
81,29,79,18
32,45,52,16
50,2,77,6
36,1,43,42
49,21,28,39
74,76,4,75
5,69,7,57
82,78,14,64
31,19,48,23
38,59,37,40
54,55,62,71
66,58,12,72
80,53,20,60
25,26,68,67
29,51,63,24
35,52,79,34
27,45,11,56
36,41,61,17
16,3,10,70
77,39,76,13
46,7,74,49
4,5,47,9
22,81,32,65
28,42,44,50
73,21,57,33
69,6,30,75
18,15,1,8
2,60,43,82
24,68,62,12
48,37,79,53
51,14,40,25
34,58,17,38
11,31,36,52
20,77,41,3
70,27,7,71
35,5,78,45
49,47,81,10
39,44,26,16
76,73,42,64
50,32,66,30
28,9,6,18
65,1,80,2
72,67,23,22
8,46,61,69
19,57,54,15
75,56,13,29
4,43,63,21
74,33,59,55
36,51,34,7
24,82,31,38
62,25,20,81
44,17,70,35
40,79,26,11
32,58,10,64
78,41,9,16
53,28,45,65
2,76,30,67
1,50,39,69
8,72,14,57
71,46,42,12
27,77,22,66
3,52,19,37
73,63,23,54
6,80,15,4
13,43,49,59
75,61,55,21
18,33,56,48
5,74,60,29
47,36,68,44
38,7,53,41
11,30,25,65
50,70,9,45
67,16,79,28
82,71,58,51
8,78,10,22
62,40,46,35
57,76,63,20
42,32,69,19
37,73,31,72
61,52,2,39
34,43,15,64
55,14,29,48
59,75,68,3
23,26,5,77
66,74,47,18
17,13,21,6
56,4,12,49
60,1,54,24
81,27,33,80
10,79,41,62
8,11,71,44
58,63,28,46
72,40,45,82
16,19,61,22
39,65,7,73
64,57,9,35
20,2,29,32
55,26,37,36
18,23,52,76
78,75,43,48
56,67,15,47
54,42,70,31
33,12,50,34
17,66,5,1
80,77,24,74
6,59,25,53
49,14,27,69
4,68,38,60
30,21,3,81
13,73,51,10
71,63,41,39
37,2,45,64
35,55,65,58
52,62,43,57
61,76,7,28
70,22,11,46
82,9,23,56
1,31,40,75
19,36,33,24
15,74,32,17
29,8,77,16
12,48,59,60
69,18,72,53
67,6,38,81
34,68,30,49
54,25,27,5
20,44,13,78
14,47,21,80
50,51,4,79
42,3,66,26
