56,18,73,12
85,58,3,16
40,21,22,44
55,4,61,65
45,23,82,28
31,36,67,60
83,71,29,2
27,74,13,47
53,34,7,9
35,20,48,49
11,50,57,5
81,8,78,19
68,10,86,24
72,37,6,1
41,39,87,15
77,46,62,64
80,30,70,52
75,42,38,14
43,32,76,59
84,26,66,51
63,33,69,54
25,17,79,45
40,9,58,71
3,29,13,53
7,27,55,12
35,21,78,61
48,34,60,81
16,57,83,67
24,39,18,20
64,85,37,11
46,4,41,31
65,22,2,74
5,19,73,38
47,15,8,6
68,30,76,63
33,14,32,51
66,70,82,43
36,44,10,25
1,42,62,54
77,26,56,72
84,28,52,17
80,50,59,87
79,86,69,49
75,13,23,37
24,53,58,45
39,3,34,55
12,29,46,38
27,5,15,4
63,78,6,74
51,76,8,21
60,66,64,22
47,65,70,32
48,67,30,2
71,54,25,41
84,77,18,42
61,33,43,17
69,19,16,44
81,82,85,10
36,83,26,50
23,14,79,35
86,52,57,20
49,56,1,68
75,73,31,11
80,28,7,40
72,62,9,87
59,64,13,12
6,32,5,30
27,51,48,45
38,3,78,41
66,54,21,17
43,2,37,60
42,69,61,82
53,4,16,50
74,25,84,81
52,39,26,67
56,86,85,83
65,36,24,11
55,31,1,47
10,19,9,28
49,7,77,14
59,70,18,63
68,40,35,75
15,46,34,72
73,79,87,8
62,29,20,22
57,71,44,33
58,23,76,80
37,38,54,32
21,52,27,64
43,56,51,6
45,84,50,2
41,11,26,69
67,17,55,78
61,16,30,25
49,13,85,28
77,24,40,4
31,18,9,14
5,53,65,75
15,82,59,62
34,68,79,36
60,20,71,76
44,72,29,81
7,46,58,33
57,48,3,80
83,47,19,22
23,39,8,1
87,66,35,63
10,70,42,73
86,12,74,37
64,84,41,6
13,67,54,11
9,38,51,24
30,62,18,65
2,16,78,79
20,15,55,77
17,31,40,81
49,76,52,61
28,43,58,57
69,29,4,34
39,83,80,68
87,85,22,48
33,25,70,27
5,72,60,7
74,10,50,46
32,19,21,42
44,35,53,82
36,45,71,75
73,47,59,66
86,63,1,26
14,8,12,3
40,56,23,16
13,78,43,77
64,58,67,51
28,30,38,15
34,57,6,87
41,9,37,70
83,72,33,31
62,60,39,10
79,7,29,21
35,80,19,4
82,68,71,48
5,59,25,49
17,74,36,69
54,20,46,65
45,22,3,52
12,23,42,24
50,1,61,18
76,75,85,66
14,53,81,47
63,27,44,73
11,84,8,56
2,55,32,86
26,9,30,60
33,10,38,77
58,68,31,13
51,37,29,35
70,79,64,5
54,57,4,36
69,40,72,39
65,3,21,23
52,18,19,34
45,6,66,42
80,74,53,43
63,67,20,85
8,59,28,61
81,71,7,86
48,62,25,56
73,55,82,46
44,41,75,47
49,11,2,12
87,78,27,83
17,26,16,15
22,50,32,24
76,84,14,1
65,34,33,40
51,18,10,13
39,42,74,64
20,21,80,5
8,38,70,85
28,31,29,63
4,37,45,59
61,58,86,48
25,55,23,9
47,52,11,79
72,73,53,36
6,83,17,49
82,78,12,30
77,41,50,76
19,7,57,84
24,26,62,27
75,60,87,54
15,81,43,68
22,16,46,35
14,44,56,2
3,71,67,32
1,69,66,58
38,80,13,55
11,34,74,20
47,48,64,36
73,45,40,29
30,86,42,33
85,78,23,31
82,50,72,49
65,59,83,9
19,6,27,76
37,61,84,79
22,75,77,8
21,28,41,53
12,16,32,62
69,7,15,24
54,43,39,44
2,46,68,51
67,70,56,35
66,14,52,25
18,87,3,81
60,1,4,17
10,63,5,71
26,40,57,38
6,82,9,86
76,79,33,48
59,29,36,27
22,80,42,37
16,13,20,73
32,85,34,41
47,30,72,23
83,54,84,53
50,8,7,67
35,43,31,45
55,87,52,69
4,62,81,66
17,64,63,3
78,15,14,10
75,57,21,39
74,60,18,49
71,12,19,65
24,61,56,5
46,1,11,44
51,25,28,77
70,58,26,2
68,6,54,22
42,8,48,83
67,40,86,59
16,27,38,72
29,43,30,55
9,52,50,13
20,69,47,84
36,76,39,82
79,41,10,66
53,64,71,23
31,21,24,74
49,3,4,73
12,77,17,5
63,56,60,19
1,51,34,80
11,32,45,7
14,85,46,26
81,33,28,75
2,35,62,57
44,61,15,70
37,87,68,65
25,18,78,58
