10,1,6,8
11,3,5,7
9,2,12,4
10,8,6,5
11,12,3,9
7,2,1,4
5,3,6,9
4,7,8,2
1,12,10,11
8,9,2,3
6,1,12,7
4,10,5,11
12,3,8,7
6,11,4,2
9,10,1,5
11,8,12,6
4,5,3,1
7,9,10,2
5,12,8,4
3,6,2,1
7,10,9,11
2,5,8,12
10,6,7,3
9,1,11,4
2,12,3,10
4,9,7,6
5,8,1,11
3,4,12,10
2,6,9,5
1,8,11,7
