3,5,10,1
9,8,4,6
2,8,7,10
5,1,6,2
9,4,7,3
9,7,10,5
3,2,6,8
4,7,1,10
4,6,5,2
8,9,1,3
8,1,10,4
7,6,5,9
10,2,3,9
6,1,4,3
5,2,8,7
1,4,2,9
3,10,6,5
7,5,8,4
8,10,9,6
7,3,2,1
10,6,1,7
4,5,3,8
9,10,2,4
6,3,2,7
1,9,5,8
