23,48,35,16
55,33,10,9
53,7,30,15
46,54,36,27
34,20,2,31
50,3,42,49
51,5,4,26
37,45,1,22
24,52,32,8
47,18,14,17
39,40,28,44
11,56,12,6
21,25,38,41
29,13,43,19
16,31,33,7
30,20,50,48
46,49,9,15
5,27,22,23
32,26,53,10
18,2,36,55
44,51,52,1
37,42,11,17
4,45,12,3
28,34,56,19
8,41,13,47
25,6,43,40
29,39,21,54
38,35,14,24
49,10,30,27
32,48,5,18
23,46,7,52
22,36,9,26
20,51,12,37
28,2,15,4
47,31,53,19
43,44,8,55
13,3,33,21
14,16,54,50
34,38,40,29
45,6,17,35
42,56,24,25
41,39,1,11
52,12,27,26
18,28,10,20
19,37,48,9
22,31,55,46
36,21,51,53
23,2,49,8
14,13,4,34
54,45,33,38
6,29,44,42
3,56,5,41
16,11,15,43
39,17,25,32
1,24,47,30
7,50,40,35
55,28,48,51
26,49,21,20
4,37,18,8
52,22,10,54
23,33,34,6
42,9,41,31
44,36,56,14
53,5,17,16
3,38,39,27
19,11,24,7
32,43,35,47
45,46,30,2
50,25,15,29
40,1,13,12
6,4,52,49
54,18,42,23
33,8,20,14
16,22,34,21
53,9,27,28
41,7,37,44
26,48,43,24
47,5,55,45
35,30,3,29
31,15,51,40
2,39,50,13
17,56,46,1
11,38,32,36
10,12,25,19
18,53,49,33
21,27,37,6
48,42,8,22
7,28,45,43
9,14,29,5
26,54,31,3
16,2,40,41
1,15,20,23
46,50,51,32
12,17,24,55
56,35,4,39
25,47,36,34
11,10,44,13
19,30,38,52
27,29,48,7
45,21,8,9
3,43,2,53
6,1,18,16
40,20,5,46
14,32,12,42
56,15,37,54
34,51,49,39
41,24,10,4
22,28,38,47
50,55,23,11
30,44,26,25
35,13,31,52
19,17,36,33
46,8,6,53
5,21,2,42
20,32,16,45
15,12,39,18
1,10,3,34
22,24,29,51
7,55,56,38
9,4,43,50
47,49,54,44
27,25,35,11
19,40,26,14
31,36,28,37
17,30,13,23
48,33,41,52
15,10,6,5
8,12,29,16
39,53,20,22
38,4,42,46
24,34,44,50
9,1,7,32
54,35,2,19
55,37,25,3
51,23,45,14
11,40,33,30
17,26,28,41
13,36,49,48
27,43,31,18
52,47,21,56
