33,50,32,35
8,24,40,23
10,52,25,44
14,37,20,9
22,6,2,36
12,41,38,1
45,47,27,16
29,54,34,4
51,57,43,7
17,49,48,21
30,42,5,15
28,55,18,46
56,19,13,26
11,53,39,3
31,32,36,9
37,40,52,22
20,2,12,23
50,47,6,29
25,57,45,8
34,1,49,24
38,16,30,4
33,27,42,41
46,10,54,19
7,55,53,56
28,35,15,48
21,51,44,3
18,17,13,31
5,14,11,26
39,8,43,12
9,6,49,57
23,30,37,34
25,2,1,33
41,29,10,22
53,36,47,46
42,50,28,19
15,56,21,4
3,31,40,16
13,20,7,5
32,17,14,52
11,38,24,18
55,27,48,44
39,43,35,45
26,54,30,51
57,37,49,53
28,25,41,23
36,29,19,1
34,50,46,15
5,31,7,3
56,20,52,42
24,12,17,33
6,13,4,48
10,43,55,11
27,14,35,40
8,18,47,26
39,54,38,44
16,2,51,32
9,45,22,21
19,31,53,15
46,49,3,20
5,12,34,25
57,50,23,48
1,4,42,55
7,41,40,30
17,27,37,10
26,35,29,38
51,39,24,14
44,33,22,16
21,18,6,52
32,54,8,28
45,56,11,36
13,43,47,2
48,53,9,5
40,57,15,12
41,34,3,19
4,25,49,31
20,35,10,51
33,30,55,39
22,38,50,27
1,28,6,17
52,26,54,36
46,7,2,11
47,9,44,23
8,21,14,13
37,32,56,43
29,18,16,42
24,20,15,45
4,3,12,10
19,22,57,30
55,17,50,51
36,39,27,25
28,7,52,34
5,40,47,54
35,11,31,21
56,49,2,41
38,6,46,14
42,44,24,13
26,9,43,16
48,1,45,18
23,29,53,32
37,15,8,33
36,57,34,55
52,5,50,39
31,47,12,28
2,19,54,21
40,17,4,20
44,30,14,49
25,22,43,26
7,48,10,16
18,53,27,32
38,13,45,33
1,46,56,9
42,35,6,23
41,8,51,11
37,24,29,3
55,20,31,54
49,40,19,39
12,44,26,50
21,10,28,5
4,32,47,7
14,2,18,34
15,38,17,25
33,48,43,46
42,1,53,22
6,37,41,45
27,30,29,56
16,24,35,57
8,3,9,52
51,23,13,36
11,44,20,28
26,10,31,2
18,4,19,5
21,47,33,34
43,53,38,40
48,42,12,37
30,25,32,6
14,45,54,7
22,56,17,8
51,15,49,27
13,55,52,35
16,11,23,1
39,29,57,46
50,41,24,9
3,33,36,28
44,4,18,37
2,12,30,53
26,40,32,42
34,22,20,48
19,45,31,51
35,49,7,8
23,5,55,38
10,56,39,6
46,24,21,27
9,11,25,13
54,41,57,17
15,52,29,43
3,47,1,14
16,36,50,37
53,34,44,51
22,12,35,18
32,19,20,38
23,49,33,10
27,6,5,8
48,31,56,24
9,7,17,39
40,21,25,29
45,28,4,26
16,46,41,13
36,14,57,42
3,15,2,55
1,43,54,50
11,52,30,47
