12,4,1,25
26,13,27,8
6,20,2,17
22,21,10,3
16,11,29,5
7,23,24,28
19,15,9,18
14,27,17,6
10,22,25,13
1,8,29,16
23,11,4,3
24,7,5,12
2,14,19,21
9,28,18,20
26,29,15,1
8,10,27,23
6,12,11,5
21,7,22,19
25,20,3,24
4,2,15,17
18,26,13,16
28,11,9,14
27,6,19,29
1,23,20,7
25,15,8,21
24,16,17,13
10,9,5,4
12,28,26,3
2,18,22,14
11,27,15,20
17,1,13,19
16,5,21,4
28,26,25,24
29,10,12,3
23,9,2,22
7,18,8,6
14,15,16,4
19,27,11,25
13,21,12,20
29,2,28,5
17,26,10,7
8,9,14,1
22,3,24,6
18,16,23,20
19,12,15,28
7,4,13,27
1,2,11,8
10,5,26,22
24,29,21,18
9,17,6,23
3,25,14,7
13,8,28,4
20,19,22,16
15,24,10,11
21,6,23,26
25,17,29,9
3,27,2,12
5,1,18,14
16,15,28,22
20,21,8,7
24,13,6,9
3,17,26,11
18,1,2,10
5,23,27,25
29,12,14,19
4,15,7,6
28,8,11,24
3,1,17,18
25,10,16,2
20,13,5,14
19,26,4,23
21,29,27,9
22,8,17,12
6,28,1,10
5,25,15,3
4,19,18,24
7,11,16,21
13,29,23,2
12,27,9,22
20,14,26,10
3,5,8,19
21,17,1,28
11,15,23,13
6,18,12,25
9,2,7,26
20,22,4,29
14,16,27,24
