8,14,1,15
11,3,10,4
6,2,5,7
9,12,13,10
11,2,14,15
8,5,3,6
9,4,13,12
15,7,1,11
13,4,5,6
14,2,3,9
10,12,1,8
7,3,6,9
14,5,11,8
13,7,10,15
4,1,12,2
11,13,7,14
10,8,2,3
15,5,12,4
6,1,9,11
2,4,7,10
5,13,8,12
15,6,14,9
1,7,3,13
8,6,4,14
5,1,10,2
12,3,15,11
9,1,5,10
12,14,4,3
2,15,6,13
9,8,7,11
3,14,4,5
8,7,12,15
13,9,1,2
6,10,11,12
3,8,7,9
11,14,2,13
1,10,4,6
15,13,5,3
7,12,14,1
6,11,2,8
15,4,9,5
3,10,14,6
4,11,13,1
10,9,8,15
12,5,2,7
