8,7,15,21,2,3
58,45,25,23,38,56
29,4,19,43,31,49
14,53,16,55,57,24
13,50,12,10,54,39
18,9,48,11,26,37
1,30,41,52,46,42
22,33,47,6,27,35
34,32,28,40,5,36
15,17,51,44,20,57
54,49,38,8,39,31
58,10,37,2,45,4
11,50,53,25,19,23
33,12,48,30,35,7
3,34,47,26,14,52
9,42,32,44,13,46
6,22,43,51,24,28
55,56,40,1,17,5
21,41,27,36,20,18
2,16,10,30,11,29
57,52,49,54,48,58
53,46,33,34,4,12
43,35,44,50,31,23
7,24,22,47,17,8
18,6,5,3,9,19
13,21,26,51,38,40
55,20,45,36,29,42
28,39,41,14,56,15
1,27,16,37,32,25
33,35,50,8,58,11
54,2,34,43,17,48
40,18,44,49,12,22
19,6,57,46,10,7
21,39,23,26,55,42
38,28,3,29,37,27
36,56,32,47,51,9
52,16,4,20,25,15
45,1,13,41,31,24
5,53,8,14,30,44
35,55,54,18,46,2
19,58,17,37,21,12
22,57,3,33,56,34
25,49,26,28,36,7
39,47,20,31,45,9
43,10,42,27,40,53
38,24,52,4,32,50
5,14,11,15,29,1
48,30,6,13,23,41
7,51,33,16,18,28
46,55,25,22,44,45
35,49,21,53,10,3
56,19,2,34,42,38
31,40,17,52,9,58
24,23,54,20,5,27
8,57,29,32,41,26
4,36,30,6,14,39
37,43,13,47,15,11
48,1,50,12,16,51
46,34,31,10,28,21
9,25,54,23,3,55
41,29,44,58,27,7
24,26,40,19,33,30
32,2,14,18,22,39
20,8,52,56,43,12
17,13,36,4,1,35
42,15,37,6,50,49
5,47,38,48,57,16
27,11,51,45,53,34
25,44,21,29,33,14
12,26,9,41,22,2
10,8,18,52,36,1
56,37,49,35,13,24
39,43,46,16,5,58
17,32,20,50,3,30
40,11,45,54,7,6
42,23,4,57,47,28
31,19,53,15,48,55
51,41,10,38,37,22
2,52,5,49,13,33
29,39,24,34,35,18
45,12,6,32,21,43
46,23,14,50,7,17
28,58,20,53,1,47
27,8,30,9,4,55
16,54,56,26,44,19
36,48,38,3,15,40
51,42,57,11,25,31
23,33,32,49,14,10
7,52,29,39,53,37
55,34,58,20,6,13
30,47,56,50,18,21
27,28,45,19,48,8
24,3,36,12,11,46
2,40,35,16,41,25
22,51,4,42,54,5
44,9,1,57,38,43
31,15,10*,17,26,33*
