13,6,4,20
15,2,16,7
8,1,12,9
5,3,17,11
10,19,18,14
20,12,1,16
7,11,2,6
18,4,9,5
19,15,3,13
14,17,10,8
12,1,5,6
2,7,3,19
17,8,20,18
15,4,11,10
13,14,16,9
6,7,8,5
18,15,19,20
16,14,4,1
3,17,13,12
10,9,2,11
5,18,15,6
4,16,3,8
7,20,14,12
1,13,2,10
11,9,19,17
14,4,15,12
2,3,8,18
5,10,16,20
13,11,1,7
19,9,17,6
18,2,12,4
20,1,7,3
16,15,9,17
6,19,10,13
11,5,8,14
15,17,1,2
6,10,3,16
9,4,7,12
20,8,5,19
14,11,18,13
17,10,4,7
9,2,20,5
6,3,14,15
12,16,11,19
8,13,1,18
6,14,17,2
11,3,9,20
19,1,4,5
12,8,10,15
7,18,13,16
