40,20,62,6,1,44,43,50
38,41,22,47,33,24,11,31
9,48,13,60,28,32,18,56
12,52,15,49,57,61,8,7
25,37,14,26,39,55,35,27
51,58,63,17,3,34,42,36
19,53,30,46,5,45,16,4
21,59,23,29,54,2,10,1
15,57,20,24,33,6,48,41
62,9,35,18,22,12,61,26
38,13,56,55,8,17,34,32
31,19,43,40,36,52,53,11
59,46,7,45,29,25,28,51
2,4,23,3,14,5,27,44
50,39,58,49,10,60,63,30
47,16,9,37,6,42,54,21
11,55,61,43,13,41,17,1
18,57,51,40,62,15,45,25
48,27,53,24,12,14,59,8
52,2,22,39,32,30,36,23
7,4,56,50,37,31,42,58
10,38,3,35,20,60,47,46
34,33,44,28,26,21,19,16
54,5,29,43,63,48,49,55
23,39,6,8,41,51,30,59
2,36,50,14,53,18,13,7
42,10,62,17,27,45,32,20
34,16,61,1,3,24,60,37
57,63,21,38,56,12,54,19
49,31,5,28,35,40,33,26
15,29,47,11,58,9,4,52
48,22,44,17,46,25,50,8
14,30,43,62,6,34,37,59
54,23,7,16,18,38,39,61
2,51,55,42,28,20,12,10
31,13,32,57,19,29,27,60
33,46,52,5,9,1,21,36
44,11,58,45,49,35,41,24
56,15,26,63,25,47,3,53
22,8,16,10,4,40,39,12
30,18,29,31,17,14,28,54
38,27,46,34,7,43,2,9
45,6,36,13,61,19,44,35
50,53,55,23,47,1,57,33
60,42,56,22,11,62,5,51
26,58,41,3,21,52,40,48
20,59,25,49,4,32,37,15
24,7,14,10,13,28,16,63
18,12,45,47,36,43,8,33
9,30,17,39,53,57,60,44
3,11,1,48,34,54,51,35
21,27,50,41,49,62,4,38
32,46,26,29,40,59,24,56
52,63,25,42,6,61,31,2
5,55,19,20,22,58,23,15
10,37,11,13,16,36,39,48
35,60,7,21,8,54,53,41
14,51,9,32,50,26,45,57
61,33,30,4,1,63,27,62
24,25,12,34,42,23,40,5
59,44,31,38,55,3,52,18
43,15,28,6,29,20,58,56
17,19,47,2,37,49,46,22
63,50,32,61,30,8,21,11
36,4,57,54,62,26,24,13
44,41,18,25,5,10,34,53
23,1,20,14,45,56,31,9
46,35,42,12,19,3,15,39
27,7,6,47,40,28,55,22
60,16,49,2,58,48,59,43
51,37,33,53,29,17,38,52
8,26,4,20,23,61,10,9
41,14,63,31,13,21,15,46
44,6,3,30,11,7,12,32
39,28,1,42,43,49,57,34
24,22,51,19,37,18,2,27
17,56,35,5,16,50,59,52
25,36,40,58,60,54,38,33
45,29,48,61*,55,47,62,21*
