5,2,4,15,8,7
3,10,9,14,11,13
6,12,11,13,1,4
7,14,15,12,2,10
3,1,6,8,5,9
12,4,8,11,10,3
1,15,13,14,7,9
5,14,12,2,6,13
4,5,3,7,10,1
11,9,6,2,15,8
3,1,14,15,4,11
10,13,9,7,5,6
8,2,1,13,12,3
6,8,11,14,7,2
5,15,10,4,9,12
9,1,4,2,14,5
12,6,15,10,3,8
13,7,5,11,3,2
9,11,15,1,12,7
14,8,13,6,4,10
7,3,12,5,6,14
15,10,2,8,13,1
4,11,7,9,13,12
10,8,14,1,11,5
2,9,4,3,6,15
