16,15,5,10
17,2,6,11
1,4,12,13
3,7,18,9
14,2,8,17
15,13,1,12
7,6,10,4
5,9,14,18
8,11,16,3
13,10,12,2
4,18,14,17
8,16,9,7
1,5,3,11
15,18,6,14
12,7,17,16
9,4,2,1
13,6,3,15
8,10,5,11
16,12,1,17
7,15,2,3
9,10,4,8
6,5,14,13
11,1,18,17
15,8,4,16
13,3,10,14
11,12,6,9
2,5,18,7
14,8,15,1
11,17,13,9
5,3,2,4
10,16,18,6
12,14,7,11
17,9,15,5
1,3,10,6
2,18,8,12
4,13,16,7
9,14,10,1
12,6,5,8
7,4,11,15
18,16,13,2
3,10,17,12
6,1,7,5
11,18,4,15
16,2,3,14
17,13,9,8
