25,24,28,18,23,13
14,26,30,9,5,19
1,6,27,7,20,15
22,2,29,11,4,16
17,8,3,10,21,12
7,30,6,9,25,13
4,26,22,1,15,5
11,2,18,20,8,10
3,23,14,17,28,29
16,12,24,19,27,21
9,22,20,13,6,10
30,28,2,3,1,11
23,15,21,19,25,4
17,12,5,26,16,18
7,29,8,14,24,27
4,28,13,23,2,10
25,11,21,1,16,9
29,19,26,14,6,12
18,17,20,30,22,27
5,3,7,24,15,8
6,9,11,16,29,23
26,27,20,30,21,1
14,13,17,15,3,25
8,4,2,12,18,28
24,7,19,22,5,10
15,14,16,3,20,13
8,30,23,2,21,26
28,10,27,5,25,6
29,4,9,18,1,24
12,19,11,22,7,17
20,16,6,28,8,26
10,3,4,5,27,23
13,19,22,21,18,29
1,12,25,11,14,7
15,2,17,30,9,24
21,5,8,22,23,6
25,18,14,11,10,26
19,20,1,4,17,24
15,29,30,28,16,7
27,13,12,2,9,3
4,5,14,6,17,21
16,10,30,8,1,22
7,23,25,20,12,2
24,11,29,13,26,15
27,9,18,28,19,3
23,17,1,8,25,16
2,13,5,29,14,20
21,22,28,26,7,9
6,24,3,12,30,4
10,18,19,27,11,15
