4,5,1,7,6,3
6,2,7,4,5,3
4,2,5,1,6,3
1,3,2,7,6,4
6,1,2,5,7,4
5,7,1,4,3,2
6,3,5,2,7,1
7,4,6,5,2,1
3,7,5,6,2,4
3,6,5,1,4,7
7,1,3,2,5,6
1,4,6,2,3,7
2,5,7,3,1,4
3,4,2,5,1,6
