4,7,6,9,5,3,8,10
7,11,3,2,6,5,1,4
8,2,1,7,11,10,9,3
1,5,10,11,8,2,6,9
2,10,4,1,8,3,5,6
9,7,10,8,11,4,5,2
11,6,9,8,7,3,4,1
2,6,3,10,5,7,11,9
3,8,7,4,9,1,2,5
4,11,2,8,6,1,10,7
10,4,9,5,3,1,11,6
5,6,7,3,10,8,11,1
2,9,3,5,6,4,8,11
1,9,4,3*,7,10,2,6*
