4,11,14,6,5,7
10,3,15,1,16,12
2,9,12,13,8,16
14,7,3,10,1,8
9,4,15,13,11,2
14,2,6,5,9,10
8,6,4,3,13,16
11,1,5,12,15,7
15,13,14,10,1,6
9,7,16,5,12,3
11,4,1,2,8,16
7,10,2,4,12,14
13,5,9,8,11,3
6,16,13,15,7,1
15,2,5,4,3,10
11,8,12,9,14,6
16,10,11,8,9,15
2,12,5,14,13,1
7,4,8,3,6,15
16,10,14,4,7,13
1,3,2,6,11,9
12,15,13,5,14,8
1,6,9,5,16,4
3,12,10,7,2,11
8,5,7,16,15,2
10,13,4,12,6,11
1,14,2*,9,3,4*
