2,23,27,14
10,41,25,19
58,37,28,15
45,39,51,46
42,33,18,11
44,20,56,48
22,7,36,38
5,53,40,16
52,3,8,49
9,21,50,12
55,43,35,54
29,26,57,24
32,31,47,30
34,13,17,6
2,4,1,42
48,10,46,33
19,36,39,27
7,25,16,11
18,22,53,3
5,20,37,23
28,56,51,35
55,9,24,45
52,14,26,47
50,49,54,30
41,58,32,13
1,6,8,21
17,57,43,15
34,29,12,44
31,40,4,38
19,16,37,3
10,28,18,2
7,27,9,56
36,25,23,52
45,22,42,26
32,24,53,48
14,5,39,30
54,11,41,1
20,6,12,33
43,13,50,31
35,38,17,29
40,8,15,55
49,51,44,57
47,46,34,58
25,4,21,22
3,9,23,32
45,2,30,52
1,18,14,7
16,12,39,10
54,20,13,26
6,19,28,48
8,17,56,37
40,42,36,43
57,53,55,47
46,4,24,49
5,35,44,50
41,34,51,31
38,33,58,21
11,15,27,29
1,45,25,32
54,14,12,28
26,7,10,8
20,30,19,18
13,39,3,40
49,16,43,6
23,4,53,17
56,52,42,50
57,41,5,2
47,37,36,35
29,48,21,31
33,24,34,27
51,15,9,38
11,46,22,55
58,19,45,44
10,40,20,1
43,12,7,4
39,50,25,17
32,8,16,14
30,56,13,36
23,35,31,57
18,47,24,21
29,33,52,28
11,53,2,9
15,44,46,42
37,51,6,54
41,26,27,38
55,3,48,34
49,58,22,5
4,45,16,13
23,39,8,43
21,56,57,19
24,36,14,10
29,47,7,40
9,30,33,25
18,44,6,32
50,46,41,37
15,1,35,26
31,58,3,54
28,34,11,5
27,55,52,20
2,51,17,22
48,12,38,42
53,36,45,49
33,57,4,8
25,24,44,40
46,13,21,14
43,32,37,29
15,54,19,23
3,28,47,41
52,6,5,7
35,22,20,9
26,50,58,51
49,27,12,18
48,17,30,11
1,16,55,56
2,34,38,39
42,53,31,10
14,37,40,45
33,47,13,15
7,44,28,23
57,36,46,9
24,8,20,41
22,27,6,50
30,21,26,43
51,25,48,5
39,55,29,18
56,54,4,10
31,52,19,1
35,12,3,2
38,32,11,49
17,58,42,16
53,20,34,7
13,23,22,24
40,28,30,46
50,48,15,45
6,41,36,29
56,5,33,43
9,1,44,39
12,51,47,19
38,18,54,52
14,11,4,3
16,31,26,2
27,25,37,57
21,42,49,34
10,17,32,55
8,35,58,53
