11,7,8,2,5,9
4,10,1,3,6,5
6,11,8,7,4,3
2,11,1,6,10,9
2,4,9,8,1,3
10,7,2,5,8,4
9,3,11,5,7,10
8,6,4,1,9,11
6,2,3,7,1,5
1,3,7,11,4,10
10,6,9,5,8,2
11,5,3,1,8,6
4,2,10,7,9,6
7,11,5,2,1,4
8,9,1,3,10,7
3,10,8,11,2,6
9,5,2,4,3,11
6,5,1,9,8,7
4,8*,6*,10,9*,5*
