21,18,28,38,20,29
32,11,6,37,16,15
9,33,7,10,12,1
31,14,13,2,19,8
36,5,24,17,23,3
27,4,30,25,22,34
7,28,35,16,32,26
12,13,19,20,6,37
14,17,9,21,29,3
36,27,8,30,2,33
31,10,22,5,34,35
25,11,18,1,23,38
24,15,13,4,26,12
20,16,3,37,8,30
28,5,17,6,27,31
18,32,36,9,1,35
4,23,22,7,19,14
26,29,24,34,2,11
21,38,25,33,10,15
32,30,35,12,8,31
17,7,4,5,37,18
36,6,1,34,26,14
16,22,2,13,33,21
15,19,27,3,38,9
11,28,20,23,25,10
6,24,30,29,7,32
18,35,4,2,21,14
34,38,15,13,8,17
11,23,26,33,3,5
22,37,29,28,36,10
1,25,27,20,24,19
16,31,34,9,12,18
5,30,13,21,35,15
23,2,7,38,6,17
11,19,33,32,14,28
1,29,8,37,25,26
10,9,16,24,31,4
27,3,12,22,20,36
35,33,38,6,18,7
26,15,2,19,28,23
24,34,21,32,37,31
25,9,29,27,13,22
14,1,20,30,17,16
8,4,10,36,11,3
12,32,34,5,38,2
37,27,9,23,35,6
26,33,20,31,30,29
22,17,1,4,15,11
14,12,5,28,8,24
7,21,16,19,36,25
3,10,32,18,13,23
22,26,38,4,9,20
12,17,37,33,14,27
15,5,31,29,16,36
2,3,28,7,1,34
8,25,6,18,24,10
19,21,30,35,11,13
14,36,37,38,4,32
29,34,33,15,20,12
1,18,26,10,27,5
8,16,23,6,22,21
35,31,2,3,24,25
13,9,28,30,7,11
26*,32*,19,17,10*,18*
