46,18,23,12
45,9,31,22
10,57,39,8
3,30,35,14
38,6,26,37
29,27,41,53
7,21,43,4
5,28,17,19
33,34,50,24
20,49,56,2
52,51,44,36
13,54,16,48
40,11,47,55
25,1,42,15
32,22,18,30
45,29,3,10
8,35,41,46
14,17,9,21
19,26,31,4
23,39,2,6
56,52,38,5
57,13,12,34
53,16,50,55
40,51,49,37
54,32,47,24
36,7,20,15
28,33,25,27
48,11,1,44
42,29,43,35
4,6,17,8
26,41,21,5
22,38,13,2
55,39,45,56
51,18,31,3
50,10,30,40
34,49,7,19
37,25,52,23
15,44,32,28
33,47,53,36
46,48,14,43
42,9,24,11
20,12,1,54
27,16,57,26
17,22,51,56
4,2,29,18
6,3,21,34
31,50,38,39
23,41,7,44
40,13,25,5
49,35,52,10
37,14,11,28
9,46,36,54
15,8,19,53
48,47,42,20
33,55,57,43
24,16,12,30
1,45,32,27
22,21,29,23
2,7,3,50
44,49,39,13
34,26,28,40
56,36,10,25
15,31,46,17
14,42,51,54
18,43,11,53
47,5,37,12
1,55,35,4
16,19,33,9
48,52,6,32
30,45,41,57
24,27,8,38
10,20,23,13
44,3,46,40
54,39,22,28
36,31,29,11
51,53,26,12
14,1,5,34
37,42,2,16
56,35,33,48
32,17,57,7
19,30,27,6
20,24,55,21
47,4,41,9
18,38,49,25
43,52,45,15
50,28,8,36
3,22,5,11
31,23,16,14
53,44,35,37
13,29,7,33
10,46,26,1
21,32,39,19
30,48,4,51
2,34,27,47
20,40,52,17
56,41,18,15
24,49,6,43
12,42,45,38
25,50,9,57
55,54,8,31
35,5,7,16
11,23,32,33
36,26,48,39
53,10,4,14
28,47,51,46
21,15,40,2
18,37,13,24
44,17,34,45
22,41,25,20
38,55,30,29
57,6,42,56
9,8,49,1
27,43,54,3
12,50,19,52
39,7,47,14
5,23,15,51
24,2,53,31
28,45,48,18
11,25,26,35
38,10,16,32
55,36,6,22
34,4,37,20
13,8,3,42
54,49,17,33
43,41,1,50
46,27,21,52
19,57,44,29
9,56,40,12
30,7,28,53
14,32,2,25
11,51,6,45
16,18,39,20
8,37,22,48
15,13,55,26
17,3,41,38
5,33,10,42
43,19,23,47
12,31,27,44
54,21,50,56
4,57,49,46
52,9,34,30
35,40,36,24
39*,1,29,6*
