46,75,78,86,37,33,71,72
73,23,55,90,41,50,95,81
25,12,91,36,18,97,85,48
4,7,8,44,16,62,27,61
70,19,39,96,59,56,47,58
26,87,34,13,93,94,6,28
82,68,40,22,14,1,43,51
79,80,66,2,15,63,52,42
84,49,65,64,74,69,32,20
45,31,57,53,88,54,89,77
92,17,11,29,3,35,83,24
9,10,38,30,21,76,5,67
60,48,7,59,97,91,81,75
47,86,55,96,6,36,58,27
41,16,51,18,62,68,12,39
8,72,95,28,44,26,43,33
65,80,40,90,15,4,32,70
71,85,87,45,34,2,22,20
49,57,61,11,53,74,94,1
73,67,88,63,83,14,50,64
37,31,77,46,66,69,29,35
84,54,42,92,21,78,3,38
79,52,30,89,56,60,23,10
17,19,82,76,25,93,24,9
58,51,81,13,41,39,5,97
40,34,18,4,27,48,2,90
11,44,74,68,75,70,59,45
47,14,88,36,64,80,73,71
61,31,94,91,57,63,77,16
87,66,46,83,54,38,53,35
23,67,32,62,28,15,21,84
76,49,56,12,6,9,78,17
1,86,93,20,37,95,19,89
29,60,26,72,55,79,82,42
30,96,3,5,52,22,69,13
10,7,43,65,24,92,85,8
50,4,97,51,25,33,2,64
77,38,94,18,31,90,83,71
47,57,48,75,11,67,15,35
66,74,58,23,76,61,80,46
95,36,49,62,93,89,91,21
55,29,27,37,68,78,88,79
82,54,69,34,86,41,56,70
40,14,17,10,32,9,8,96
53,59,3,92,72,5,20,63
33,65,13,39,81,42,6,24
52,7,50,87,45,84,30,25
73,28,19,16,85,22,26,43
60,12,83,58,1,23,95,44
77,75,68,61,78,90,18,11
94,37,62,76,82,2,51,80
56,27,4,41,57,54,29,74
69,36,96,9,48,64,53,32
81,67,20,17,88,5,35,33
13,71,63,10,92,87,91,25
39,72,52,14,38,79,93,40
84,50,31,86,60,28,85,3
45,73,97,21,30,19,59,55
70,16,1,24,26,6,15,49
44,47,22,89,65,42,8,46
34,12,66,32,74,43,37,7
96,90,67,29,9,33,20,18
95,77,64,87,48,10,80,61
92,23,2,52,38,14,63,57
86,62,51,69,4,3,72,88
36,82,45,56,30,40,13,50
27,71,39,81,15,97,28,79
54,11,70,76,91,84,44,73
41,85,46,6,21,53,66,7
31,68,17,43,93,60,5,16
89,22,75,24,12,55,26,94
65,83,34,78,19,47,25,1
49,35,58,14,42,8,59,62
2,3,74,51,9,13,56,88
97,20,61,15,50,18,92,69
48,45,38,37,44,87,40,70
72,81,11,6,85,63,27,23
46,91,28,5,21,32,82,31
95,16,67,55,66,71,24,84
7,89,25,29,68,47,90,54
53,65,79,26,78,59,77,22
35,34,64,86,58,94,96,57
17,83,73,93,36,42,39,30
43,52,12,19,80,75,4,33
1,8,76,60,49,10,41,87
5,40,31,9,63,46,44,97
62,91,2,14,11,88,69,38
15,74,47,92,51,95,85,25
29,23,21,48,55,45,65,7
59,26,24,61,57,32,35,71
16,58,54,30,90,82,28,83
93,27,70,77,33,17,73,12
78,13,41,67,18,43,3,8
50,56,75,42,80,20,68,49
60,53,19,36,34,81,79,37
39,94,22,4,52,76,86,66
72,64,1,10,6,96,89,84
32,7,97,57,51,35,55,48
24,25,21,90,14,5,74,95
27,59,11,28,61,82,12,65
3,69,33,40,23,87,31,47
42,88,9,85,13,62,54,75
73,20,63,56,8,15,38,34
80,30,91,22,37,44,86,53
17,26,96,52,19,78,72,66
2,29,94,6,67,93,49,60
