4,18,19,16,6,15,9,17
5,13,8,10,3,7,2,12
9,14,3,2,13,1,11,4
7,16,14,1,15,10,17,19
6,11,12,19,8,18,5,7
1,2,10,18,14,5,6,4
11,3,13,9,8,17,16,12
1,12,15,8,4,10,7,9
18,5,3,11,14,19,13,15
2,6,12,14,17,16,4,13
15,8,9,10,5,2,19,6
7,3,18,17,16,11,2,1
13,12,5,11,10,6,1,16
7,4,15,18,17,8,14,3
9,13,17,6,10,14,19,7
12,2,4,16,3,1,5,19
8,9,16,5,18,15,11,14
9,19,17,1,18,13,8,2
11,15,6,7,10,4,12,3
2,7,3,15,6,9,18,12
1,5,10,13,4,17,8,11
19,6,1,8,16,14,15,3
13,4,7,14,19,9,16,5
2,17,18,14*,12,11,10,19*
