9,6,1,3,4,10
5,2,4,10,7,8
8,6,5,2,1,3
9,3,8,6,2,7
4,1,7,10,9,5
3,8,9,4,5,7
10,3,6,7,2,1
1,10,5,2,8,9
10,8,4,6,3,5
1,9,7,2,4,6
7,10,2,8,6,4
9,5,2,1,3,10
6,7,9,8,5,1
3,5,2,4,9,6
4,1,10,7,8,3
1,6,8,7,9,10
5,7,4,3,2,1
2,10,8,9,4,3
6,7,3,5,10,9
8,4,2,5,1,6
