6,7,1,4,5,2
5,2,3,8,1,6
7,8,2,3,4,6
5,1,7,3,8,4
6,5,8,2,1,4
5,2,3,7,8,4
1,3,2,6,7,5
8,4,1,7,6,3
7,5,4,6,2,8
3,6,7,5,1,8
4,8,3,1,2,6
2,4,7,1,3,5
4,6,1,8,7,5
8,6,2,3,7,1
4,5,6,2,3,7
1,3,8,2,4,5
