29,20,14,44,76,27,74,28
39,49,35,69,47,22,1,24
48,8,61,4,15,50,21,72
12,30,42,13,78,60,6,43
25,36,38,41,3,71,18,82
66,52,51,59,26,37,77,54
34,67,79,68,40,63,11,2
7,58,56,64,81,80,23,16
46,5,65,45,33,9,10,57
73,70,55,53,17,19,75,32
62,35,22,6,21,31,4,76
15,8,36,74,42,49,71,1
82,43,51,25,50,29,52,47
41,60,66,26,38,14,3,67
72,13,48,23,68,16,18,27
28,78,46,33,7,77,79,80
30,45,39,70,40,55,64,59
19,73,24,12,5,10,34,62
20,17,61,63,58,37,44,81
56,9,69,2,57,53,11,75
52,32,65,8,41,54,6,31
36,16,50,43,72,68,66,35
76,33,42,23,26,1,13,51
77,46,14,4,64,70,29,48
39,62,71,60,40,45,34,47
55,12,37,82,28,81,24,67
15,57,63,73,80,11,25,9
69,32,78,61,20,18,65,19
22,75,59,7,58,21,10,3
5,44,31,27,56,53,30,74
79,54,2,50,17,49,38,16
1,68,41,40,60,42,45,77
64,81,72,52,67,35,26,36
70,15,12,28,23,47,57,39
37,4,80,66,9,71,32,34
18,69,33,55,78,8,59,58
65,24,76,30,75,3,27,56
14,6,17,21,5,25,63,29
10,13,54,53,62,82,79,20
19,46,11,22,44,43,74,38
2,48,7,49,51,73,31,61
72,57,77,70,81,34,41,42
18,47,60,80,28,52,26,55
30,33,58,75,50,32,4,24
9,63,27,59,71,12,36,76
67,10,16,78,1,25,62,14
79,56,13,6,38,19,15,45
35,2,5,17,51,74,39,48
65,44,64,11,21,7,82,8
53,66,46,40,49,61,37,22
3,23,68,29,54,73,20,69
31,24,75,36,70,41,43,80
57,28,16,1,4,26,78,71
77,47,67,25,76,6,19,58
2,27,81,51,60,79,59,15
21,39,64,9,74,13,33,50
63,82,45,56,48,66,18,42
61,54,38,7,12,69,40,5
31,11,32,3,46,23,44,17
37,14,8,35,73,65,68,62
29,72,49,34,10,22,52,30
4,55,43,58,53,20,76,2
33,1,19,81,41,27,57,50
24,59,82,77,16,74,60,63
42,75,28,79,66,64,5,54
31,17,40,26,69,15,25,46
23,37,70,11,35,61,3,13
18,62,67,49,9,65,7,29
71,51,6,55,68,56,10,44
32,45,48,14,43,12,34,52
47,21,53,38,36,78,73,72
80,30,20,57,8,39,22,66
27,25,4,42,69,59,81,31
16,41,35,76,60,28,61,40
70,5,58,18,11,29,1,15
50,3,51,65,55,62,63,77
13,68,17,71,46,24,7,52
48,43,47,73,54,67,44,33
12,22,21,32,45,64,36,79
74,26,23,10,38,34,8,30
56,80,14,39,53,82,49,19
20,78,9,37,6,72,2,75
25,58,50,66,27,65,70,60
61,29,62,46,55,42,24,57
63,4,47,41,13,7,73,5
44,76,52,15,22,79,69,16
3,40,74,81,43,18,32,10
8,53,80,45,67,51,17,12
75,77,9,68,26,38,39,20
34,35,78,82,59,6,23,49
11,71,54,56,14,31,72,33
1,36,48,21,37,19,30,28
24,41,62,64,66,2,15,47
52,74,73,18,57,79,58,46
8,50,81,5,45,76,3,22
63,26,42,7,32,39,53,27
23,40,77,78,82,44,9,4
49,75,12,20,25,33,71,35
34,17,1,60,43,61,56,72
10,31,29,19,2,64,68,37
59,38,13,11,80,48,28,65
30,21,67,69,16,51,70,54
6,36,57*,7*,14,79*,55,74*
