4,8,10,9,6,2,7,5
3,9,6,8,10,4,7,1
8,2,7,1,3,5,4,10
6,4,5,2,1,9,3,10
1,3,8,6,9,7,5,2
4,7,9,3,2,10,8,1
7,1,3,5,6,4,2,8
10,5,2,3,7,6,9,4
9,6,10,2,5,1,8,4
7,6,1,10,5,9,3,8
4,2,1,9,8,10,6,7
5,1,4,6,2,7,9,3
3,8,4,7,10,5,6,9
9,8,1,5,2,3,10,4
8,10,5,7,1,3,2,6
