68,9,22,63,51,28,5,61
4,37,34,48,23,53,59,50
20,24,69,19,10,21,8,7
47,49,29,65,25,2,31,52
13,11,16,17,43,15,38,66
55,44,18,72,40,12,33,41
57,6,73,35,64,27,46,56
74,36,67,45,54,39,42,30
60,71,1,14,70,62,58,32
24,26,25,4,63,8,37,3
10,34,38,28,20,66,47,5
65,12,19,68,53,48,69,13
72,16,21,41,6,2,7,46
35,67,22,61,31,15,40,45
71,39,70,18,64,51,23,55
30,14,73,49,42,50,11,57
54,56,3,33,27,32,43,60
9,74,26,29,59,58,1,44
25,17,62,46,36,52,48,20
65,4,45,6,24,47,41,68
38,19,7,31,55,34,63,71
22,13,18,51,2,42,28,49
56,66,61,12,37,33,27,67
39,69,35,74,50,16,3,32
40,57,53,8,29,30,1,43
36,23,15,44,72,60,58,73
52,59,62,10,26,70,11,21
54,64,17,7,14,5,9,46
45,25,56,47,33,20,55,13
74,41,3,66,22,19,50,71
29,51,32,69,57,4,12,18
30,35,2,23,58,63,61,43
70,60,53,15,6,38,26,42
10,68,64,37,49,36,34,17
21,28,39,59,65,1,54,73
72,5,8,11,67,62,44,31
48,9,27,16,14,40,52,24
50,45,13,58,32,46,66,57
42,47,35,60,25,22,29,12
34,20,68,18,17,30,26,3
4,64,43,28,21,55,74,15
31,49,53,5,59,41,69,56
33,10,71,36,9,1,67,2
7,11,27,52,38,65,8,23
14,70,51,63,61,54,72,48
62,6,16,19,44,73,39,37
40,30,66,25,64,24,21,32
15,26,46,58,59,31,55,12
43,67,13,42,34,33,9,69
68,74,7,50,35,18,10,53
8,17,52,71,45,60,57,5
27,44,49,70,47,63,16,39
6,14,28,36,3,19,51,40
37,61,24,2,11,73,29,38
1,72,56,20,23,54,22,4
41,43,65,34,62,48,42,74
5,50,64,67,13,26,32,52
33,25,15,57,46,53,68,39
12,10,63,60,16,51,59,45
73,2,36,40,55,69,14,38
22,8,6,31,66,23,17,24
21,35,20,27,41,37,58,11
30,7,48,70,56,71,28,29
1,18,49,62,9,54,19,47
61,44,65,64,3,72,4,10
52,5,12,39,74,43,73,25
32,22,14,42,68,8,33,59
11,24,51,6,58,34,67,53
46,29,60,37,69,15,71,30
26,45,41,54,16,23,40,28
3,47,48,55,49,66,9,72
19,27,61,1,20,50,70,17
31,57,63,56,18,65,36,21
62,38,2,13,44,7,4,35
39,58,33,22,53,52,30,64
15,73,34,51,8,32,41,25
42,3,23,29,16,55,10,67
12,49,43,26,71,61,6,20
47,69,46,11,17,74,19,63
57,59,72,36,28,35,24,62
13,7,5,65,70,40,37,1
60,68,2,54,50,27,31,66
38,45,44,9,48,56,14,21
18,58,30,16,67,4,49,8
63,11,32,33,41,29,6,10
19,55,25,53,61,62,57,23
51,36,37,26,7,43,47,22
73,59,17,27,71,13,74,72
28,46,50,1,44,42,56,24
12,64,70,38,69,3,45,68
4,21,40,9,39,31,60,34
66,18,54,14,52,65,15,35
2,16*,20,57*,5,48,32*,6*
