20,29,83,59,26,36,85,71
38,32,11,25,79,63,5,30
28,65,16,46,1,84,33,78
61,57,31,80,17,43,90,72
67,19,66,60,18,89,74,64
9,51,77,53,50,6,34,62
87,35,2,56,75,4,39,27
86,44,68,21,15,55,47,7
49,48,22,70,54,24,8,14
37,88,91,42,81,45,41,73
82,3,92,23,12,76,40,69
10,58,30,67,13,52,78,20
34,1,72,79,90,29,36,6
19,46,85,89,56,25,80,83
5,66,4,68,63,28,75,77
35,21,39,31,11,86,53,54
42,8,47,45,87,61,74,14
71,69,33,44,84,9,76,91
24,62,13,17,73,82,65,38
2,12,48,50,70,58,60,92
27,16,40,22,55,57,51,41
32,18,7,43,23,37,26,49
88,64,15,81,10,3,59,52
67,47,61,21,83,85,1,66
71,75,42,74,46,77,86,79
91,14,17,78,35,5,62,72
76,68,25,2,28,31,45,6
29,89,11,55,69,41,8,48
39,13,49,51,37,92,12,84
81,10,63,43,7,33,60,90
52,73,34,32,18,65,59,40
54,56,50,15,57,24,38,88
36,80,3,58,9,82,64,27
30,44,53,16,26,22,87,4
19,70,29,86,42,20,23,28
31,78,71,76,8,61,55,39
45,49,79,12,66,81,69,17
90,32,89,1,92,35,77,73
6,60,47,63,54,75,91,57
88,82,68,56,14,59,43,9
50,74,30,22,21,80,2,65
40,36,37,53,58,5,20,16
48,72,24,10,15,51,26,67
7,52,87,38,46,25,34,27
41,18,33,19,3,85,44,13
4,23,62,11,84,70,64,83
1,76,82,55,57,49,63,42
78,60,30,80,92,39,88,69
32,6,14,58,16,21,89,45
28,35,12,47,65,10,9,37
24,46,67,68,34,66,90,53
5,56,52,41,2,26,31,74
38,4,20,3,91,48,43,29
85,40,7,64,72,84,50,75
22,23,36,86,61,81,25,13
83,77,17,18,70,51,54,33
62,79,73,59,19,27,44,8
90,71,80,15,6,11,49,87
26,34,45,14,78,55,92,63
16,42,3,66,68,38,9,39
48,28,84,88,75,21,56,32
60,64,13,65,29,53,31,7
40,83,51,5,30,86,81,35
33,8,37,57,25,23,52,67
72,47,76,20,27,50,70,89
11,74,1,24,4,59,44,12
62,69,18,15,43,2,36,46
41,17,10,82,71,79,19,61
22,77,58,54,91,87,73,85
63,90,16,86,64,3,56,48
51,7,92,6,8,83,38,28
81,31,32,84,80,20,70,66
4,74,21,9,40,72,57,13
62,55,75,25,52,12,29,18
69,14,37,1,53,50,10,71
89,73,58,26,23,68,35,61
44,49,43,88,5,67,27,85
36,11,41,30,17,54,46,60
42,34,82,59,33,2,22,91
77,39,45,76,24,19,15,65
79,78,56,29,70,87,40,47
53,92,81,8,25,16,72,18
74,10,69,57,68,83,32,62
49,71,28,21,64,26,38,44
73,14,7,36,80,41,67,12
11,13,35,33,66,91,50,55
51,2,58,90,76,88,63,19
59,48,39,46,47,17,23,5
89,79,75,87,31,9,3,22
82,20,60,45,52,54,1,4
85,43,65,78,86,42,6,24
37,30,27,61,77,15,84,34
72,68,49,80,56,62,12,33
35,71,88,70,74,13,16,36
47,19,51,64,69,5,55,32
76,53,57,73,48,7,79,11
63,52,17,9,29,22,21,92
25,91,6,26,39,1,42,40
66,38,54,89,59,37,78,2
61,75,41,3,20,34,24,30
77,50,87,81,82,67,28,43
14,4,84,10,18,31,86,58
60,27,83,23,45,44,65,90
12,8,85,70,46,63,15,35
36,91,79,52,68,16,48,51
21,54,5,37,80,76,42,29
73,78,74,39,64,33,20,49
92,40,19,34,43,47,71,11
9,86,61,2,32,67,53,17
87,24,27,31,1,6,18,81
8,26,46,84,3,45,57,50
65,25,66,41,58,69,4,56
23,38,72,77,22,88,10,60
44,15,83,75,13,89,14,82
55,90,59,85,7,30,28,62
