2,6,3,8,7,9
1,4,8,7,5,2
5,9,6,3,1,4
7,8,3,1,6,4
9,2,3,7,5,1
8,6,2,9,4,5
6,1,7,4,9,2
5,8,4,9,3,7
8,2,5,1,3,6
1,8,9,4,6,7
3,5,4,2,1,8
6,7,9,3,2,5
5,7,1,6,9,8
2,9,1,3,4,8
4,7,2,5,3,6
