1,3,24,2
18,23,21,29
15,9,8,27
20,17,10,25
12,13,22,28
14,19,11,6
5,26,16,4
7,15,18,3
21,8,24,20
27,2,17,12
9,22,29,11
5,10,19,13
16,7,1,6
4,14,25,23
26,21,28,2
9,11,20,12
3,8,13,10
16,22,7,17
19,29,14,15
18,5,27,6
23,24,26,25
28,4,1,9
10,8,16,21
12,29,3,7
2,22,14,27
23,15,11,13
28,20,17,4
24,1,6,5
26,19,18,25
29,14,8,12
11,27,13,16
4,7,21,2
3,17,23,9
22,24,10,18
25,15,28,5
19,6,20,26
1,21,29,27
9,7,13,14
24,18,11,4
28,17,5,8
6,25,15,10
16,26,22,3
1,19,12,23
2,13,20,18
24,28,29,7
6,21,9,17
27,10,26,14
4,3,8,19
20,22,15,1
23,11,2,5
25,16,12,9
17,14,13,24
4,21,6,3
27,28,19,20
11,26,8,1
2,16,29,15
5,25,7,22
12,18,10,23
14,6,3,28
13,1,21,19
26,29,17,11
9,20,22,5
7,10,23,27
25,2,8,16
15,12,4,24
14,18,17,1
3,29,5,20
10,11,7,28
6,8,22,23
21,12,15,26
27,13,25,4
2,9,19,24
14*,16,18,28*
