3,6,14,5,15,7
9,1,8,17,10,11
2,16,3,13,12,4
11,7,17,13,6,16
14,12,4,9,8,10
15,1,16,2,5,8
5,3,14,10,11,12
4,2,1,6,13,17
15,9,11,7,14,2
7,12,1,8,13,3
9,5,15,16,10,6
4,8,7,14,16,17
13,11,5,4,9,2
6,15,12,3,17,1
10,5,1,11,4,7
16,17,9,15,12,3
13,10,2,8,14,6
8,13,17,5,9,16
14,1,11,12,2,15
3,4,10,6,7,9
5,4,6,14,8,12
16,10,11,2,1,3
17,7,10,15,13,14
1,5,15,7,4,16
6,8,13,3,11,9
12,3,7,17,2,5
12,9,13,10,15,4
2,16,8,1,6,14
4,17,15,11,2,8
16,6,12,7,11,13
17,14,9,1,3,5
10,7,2,12,17,5
11,3,6,8,15,4
9,14,10,1,16,13
