2,6,7,15,8,1,16,9
3,11,4,10,12,17,13,14
3,2,11,6,5,15,14,7
10,9,12,5,13,4,8,1
12,16,3,8,6,17,9,11
16,15,5,1,17,14,4,10
13,12,2,10,7,6,11,16
2,13,7,8,17,3,5,4
14,1,8,11,15,9,6,4
17,2,1,5,13,15,3,12
7,14,9,3,10,16,1,2
8,13,15,17,7,14,10,6
4,16,9,7,12,5,11,15
11,3,17,16,1,4,6,13
9,12,2,11,8,10,5,14
6,10,15,9,4,12,17,2
1,3,14,13,16,5,7,8
4,8,6,12,14,2,16,3
15,7,1,17,10,11,13,9
5,4,16,13,11,8,2,15
14,5,17,6,9,7,12,1
7*,4*,10,15*,5*,6*,3,8*
