7,15,16,11,17,8,18,10
5,14,19,12,3,4,9,13
5,6,16,1,2,20,9,11
8,10,12,6,14,7,2,13
15,18,4,20,19,3,17,1
6,12,17,2,11,15,3,5
9,4,8,19,16,20,1,10
18,13,15,8,7,14,5,4
2,18,7,3,19,16,12,20
1,9,14,10,11,17,13,6
4,13,3,6,17,15,7,9
8,1,20,16,18,11,12,14
11,19,10,13,20,5,15,2
10,3,5,18,12,7,6,1
19,9,2,17,4,16,8,14
1,8,11,7,3,19,9,5
4,17,16,12,6,10,13,20
14,2,3,8,15,18,6,19
17,20,11,5,9,13,18,12
14,1,15,4,16,2,10,7
5,19,18,16,10,6,14,17
7,12,20,3,2,8,4,9
13,1,2,18,10,11,4,15
20,3,17,14,13,5,1,8
16,6,11,9,12,7,19,15
