15,17,14,11,6,3
12,2,9,20,5,19
7,13,18,10,22,16
8,4,9,1,11,21
22,6,7,10,18,12
4,3,21,20,17,2
13,15,5,14,1,8
17,16,7,10,19,2
21,14,20,22,6,1
11,12,13,4,16,15
3,19,8,9,18,5
12,4,11,13,22,20
2,6,8,1,7,21
9,3,10,16,15,17
19,18,22,4,14,5
17,12,1,15,2,6
18,20,8,13,16,3
10,5,11,21,19,14
6,17,9,7,13,4
1,3,19,8,12,22
5,21,16,7,11,9
15,20,10,2,14,18
6,19,13,9,21,22
7,2,11,3,20,1
8,14,16,17,4,18
6,5,10,12,15,3
16,20,7,11,22,14
19,10,4,2,8,13
15,9,1,12,21,18
17,3,22,5,8,7
20,9,13,14,10,6
18,1,15,11,17,19
4,21,2,16,5,12
3,13,14,9,7,15
18,16,6,5,1,4
21,10,17,19,12,20
22,2,5,8,11,15
6,1,12,16,7,19
18,11,20,21,8,17
22,9,4,3,10,2
14,7,12,13,8,17
19,15,21,20,4,6
1,13,10,5,18,3
2,22,11,14,9,16
