4,25,9,18
27,28,42,24
19,10,41,39
31,14,23,5
37,20,26,13
34,6,3,17
43,32,29,8
2,12,11,30
40,16,7,38
33,21,36,1
35,15,22,9
26,41,5,27
34,3,25,24
8,14,42,4
2,10,31,13
30,28,38,43
19,33,16,17
12,20,21,15
40,22,29,1
11,7,23,37
6,39,35,18
32,25,36,2
38,14,10,9
24,8,17,26
30,21,31,19
12,16,13,29
40,20,41,42
4,22,28,3
7,35,27,36
15,32,23,34
5,11,6,1
39,43,37,33
21,18,10,26
24,41,14,13
3,40,2,8
20,7,28,19
42,9,34,29
16,31,35,11
5,32,22,33
1,38,18,37
39,4,36,30
25,27,17,15
6,12,23,43
8,41,9,7
29,3,14,21
34,28,33,31
16,18,24,5
39,38,4,2
13,22,11,27
43,36,40,23
42,26,15,19
12,37,10,25
30,35,1,17
20,6,32,24
18,31,41,29
39,8,5,13
11,40,21,28
38,23,33,3
9,36,12,26
43,1,25,16
17,14,22,20
37,34,30,27
10,42,7,6
19,35,4,32
2,33,15,41
26,29,28,39
38,5,25,12
23,9,24,1
27,18,40,14
8,22,30,10
13,7,32,21
36,15,16,6
43,42,3,11
31,37,4,17
2,35,20,34
19,5,9,40
1,12,8,27
33,30,18,7
26,6,22,25
21,16,39,42
3,41,37,32
15,24,31,36
10,23,20,4
13,19,34,43
28,35,14,2
29,17,38,11
6,33,9,21
32,30,26,40
7,31,12,39
27,3,20,16
25,23,19,8
5,10,35,43
1,34,41,4
17,28,18,13
24,29,37,2
36,42,22,38
14,11,15,39
32,9,27,31
3,26,35,12
41,23,16,30
13,4,6,40
29,25,33,20
21,38,8,34
1,10,28,15
17,2,42,5
18,36,11,19
43,24,7,22
16*,37,14,6*
