34,80,27,79,77,24
13,63,41,16,53,7
39,37,14,43,9,48
72,58,78,36,76,25
21,51,69,89,26,44
19,33,18,88,85,4
38,17,82,61,8,10
32,84,2,11,55,68
47,75,23,86,42,57
70,56,50,12,15,74
31,87,71,62,81,6
45,5,60,64,73,29
20,83,52,28,40,35
22,65,66,49,67,3
59,46,54,30,13,1
77,19,53,48,18,76
41,78,38,33,43,27
79,11,9,4,72,51
24,86,61,39,69,55
84,56,88,58,44,42
14,89,31,8,34,75
16,64,12,47,2,10
82,87,57,32,83,7
65,29,67,40,15,23
68,52,17,71,46,85
28,49,81,45,54,63
30,73,50,37,35,3
21,20,60,70,66,59
80,74,22,62,1,25
36,6,86,26,5,19
8,79,88,77,55,56
12,41,84,14,61,4
47,76,39,13,2,87
15,83,57,78,16,89
65,64,10,9,68,42
67,28,43,51,24,71
44,45,3,48,35,52
73,70,69,75,17,63
46,25,34,38,60,81
59,11,74,31,33,36
40,6,85,50,49,21
20,53,5,54,37,82
30,72,80,7,29,22
18,58,1,23,66,32
26,62,64,27,13,88
57,41,56,67,77,68
76,71,4,65,8,16
12,35,9,78,55,75
25,61,2,3,83,19
69,47,45,38,14,36
48,44,11,87,50,46
43,70,60,54,84,85
33,82,72,6,28,89
74,23,52,51,30,39
32,27,79,66,63,5
24,21,40,53,31,22
80,59,26,15,73,42
18,86,37,17,81,58
49,10,34,29,20,62
68,1,76,7,45,12
50,13,77,69,71,83
54,57,55,64,4,38
85,36,67,3,89,84
6,11,60,52,61,65
48,23,8,25,5,41
22,43,14,56,82,46
78,80,63,40,39,31
70,32,30,9,86,53
51,59,18,87,16,49
37,81,33,1,26,79
66,88,35,72,10,24
42,62,19,17,29,28
44,20,7,47,15,27
2,34,58,74,21,75
55,67,48,73,36,83
12,43,65,52,69,8
13,54,5,14,40,11
64,3,76,80,56,86
49,4,25,82,31,68
1,51,41,63,60,50
10,39,45,33,71,32
6,35,18,29,84,46
87,42,30,85,20,24
9,88,28,21,34,47
22,70,16,23,44,79
15,75,38,37,72,62
53,81,73,19,27,89
7,59,58,78,77,61
66,57,26,74,17,2
5,51,83,56,31,65
10,52,54,67,50,80
3,36,40,60,18,82
25,6,55,45,43,30
33,69,87,34,84,64
68,29,44,86,28,14
13,49,42,37,12,70
41,46,15,19,79,76
72,16,61,21,73,32
27,8,9,57,85,1
89,74,62,11,24,47
58,26,77,39,22,20
4,7,75,81,48,66
63,2,71,35,38,59
50,78,23,53,88,17
28,30,69,18,10,5
86,82,51,84,45,13
79,67,15,60,25,87
42,3,31,41,32,54
57,19,12,43,80,21
16,27,29,36,52,37
62,40,8,58,68,33
81,85,77,44,74,64
73,7,66,6,38,56
4,47,46,24,78,70
63,65,72,2,48,20
71,14,26,55,23,49
83,75,1,39,88,11
17,89,22,76,9,59
35,53,15,61,34,51
10,28,31,79,57,13
29,58,80,82,41,69
5,68,43,81,50,3
84,37,8,19,74,7
87,86,40,27,12,73
18,21,67,45,42,78
56,36,23,4,63,20
11,77,16,26,38,30
76,60,33,83,14,49
88,89,48,61,22,71
2,24,6,44,54,9
72,55,34,1,52,70
46,62,39,53,64,66
35,32,17,25,65,47
75,59,86,85,10,41
42,79,74,40,7,43
31,27,50,67,58,45
23,63,68,77,87,21
20,76,49,11,57,73
26,48,78,60,56,28
14,15,2,88,30,81
71,19,82,34,1,44
52,9,16,5,62,84
65,38,13,89,18,80
85,47,37,55,66,51
24,33,29,75,25,32
64,70,36,8,22,35
69,4,53,59,3,6
83,39,54,17,12,72
61,40*,45*,46,31*,23*
