10,3,14,47
11,48,7,18
5,25,23,32
28,26,50,27
19,16,29,34
31,36,9,24
6,37,1,46
35,49,12,45
38,33,17,13
8,21,20,22
39,40,4,41
15,2,44,42
43,25,30,48
32,19,3,11
5,10,28,9
14,18,24,35
23,27,33,16
49,31,8,37
46,47,50,38
41,21,45,44
30,6,39,17
26,36,20,13
29,2,4,7
1,40,15,12
42,34,22,43
16,25,14,28
9,3,46,33
48,31,47,45
49,17,44,23
37,20,39,10
6,4,38,19
36,41,8,5
35,1,32,26
12,50,2,22
40,42,13,18
11,43,24,29
15,30,21,7
34,47,27,39
38,44,25,20
48,14,36,17
35,5,6,33
26,16,2,8
45,40,19,9
18,29,37,32
50,13,43,7
23,12,10,21
41,24,22,30
34,4,1,31
11,46,42,28
15,27,49,3
47,44,40,6
26,29,48,39
7,17,25,45
21,50,14,5
12,32,36,38
9,37,43,41
13,24,2,1
33,20,19,28
3,42,31,16
34,8,35,46
4,10,27,30
23,15,22,11
18,39,25,49
12,7,37,44
5,38,29,1
33,21,40,43
14,31,41,19
32,28,2,34
24,8,17,3
27,45,36,11
30,23,26,18
9,47,22,49
42,35,20,4
50,48,10,6
46,15,13,16
25,1,41,33
7,31,32,40
3,39,21,36
11,38,30,37
5,22,17,27
44,9,26,14
48,19,42,23
16,24,49,50
35,29,47,13
45,2,18,46
6,34,20,12
43,4,28,15
10,11,8,40
7,14,33,39
44,30,31,5
17,32,42,50
13,41,3,23
19,2,37,35
1,20,16,9
25,6,36,15
48,49,21,34
46,43,12,27
45,22,29,28
38,10,24,26
18,47,4,8
23,35,40,50
20,17,31,11
39,19,5,15
13,21,9,25
27,6,2,14
32,22,44,48
46,26,7,49
33,12,4,24
37,45,34,3
10,42,41,29
16,36,47,43
28,8,30,1
18,9,15,38
31,2,39,23
22,26,19,25
27,20,40,48
17,4,21,46
49,13,11,5
50,36,34,33
8,14,45,32
29,30,3,12
28,18,6,41
47,37,24,42
16,7,38,35
1,44,43,10
