22,59,83,47,88,42,27,38
6,31,41,76,74,73,34,66
43,80,61,20,69,2,63,21
9,70,93,84,19,91,4,78
86,32,14,5,29,64,35,17
40,39,82,56,13,90,77,51
65,45,53,37,33,24,57,87
67,52,12,30,44,81,36,15
10,68,50,26,3,25,62,11
75,55,85,28,60,8,1,16
58,89,92,18,54,71,79,72
46,7,49,63,48,23,2,43
77,64,39,91,83,29,76,90
41,59,93,69,19,32,34,37
35,40,42,66,38,22,78,80
88,10,20,70,61,6,57,12
26,21,3,16,74,47,45,28
51,54,33,60,52,31,1,4
53,44,68,89,5,85,67,56
82,58,71,50,23,65,8,72
75,36,79,92,27,15,17,48
13,73,62,49,84,55,81,14
86,25,7,18,46,30,9,11
87,21,83,40,24,74,43,16
66,45,77,93,35,59,20,52
80,26,51,29,37,91,33,85
41,65,88,10,57,72,63,32
82,64,92,23,90,5,19,50
61,28,76,67,54,84,53,75
69,30,31,73,86,17,58,78
62,42,18,39,89,79,15,34
48,81,71,38,22,87,3,14
1,46,25,36,56,49,47,6
27,2,11,44,24,70,7,8
60,13,68,12,55,4,9,43
16,40,92,20,50,88,45,32
63,85,59,61,5,51,23,74
89,91,17,29,28,58,30,35
77,3,81,65,93,38,67,31
86,87,47,53,48,34,72,62
80,83,6,11,82,79,27,25
54,33,76,7,49,10,44,90
36,19,14,8,18,52,21,60
12,2,73,55,4,26,56,75
71,84,39,46,15,66,42,57
37,1,78,41,22,68,69,64
23,24,9,58,63,13,70,81
16,27,32,62,77,20,89,72
33,49,48,5,35,83,45,43
60,50,34,80,88,36,82,93
28,65,87,67,18,73,51,4
19,86,29,55,85,52,66,84
59,78,53,10,17,12,75,41
90,6,64,46,71,44,24,9
13,91,26,2,56,92,22,7
1,15,74,76,21,47,68,38
30,70,61,39,57,40,37,79
8,11,42,69,3,54,31,14
25,29,66,60,48,73,16,58
63,67,4,36,81,93,10,27
72,44,46,87,49,80,41,75
18,90,17,28,45,62,6,51
33,88,64,22,85,92,76,91
59,84,43,32,38,57,89,9
23,78,13,52,26,1,11,77
15,37,61,55,34,35,12,70
2,3,42,86,21,14,39,25
24,30,83,47,56,69,65,50
79,53,74,19,71,20,5,54
31,7,40,81,82,76,68,8
43,28,4,60,44,22,80,58
57,23,1,90,9,45,33,13
35,18,37,29,87,11,59,73
26,84,6,17,63,41,89,64
12,69,24,85,42,49,50,83
16,19,52,62,70,71,92,27
25,53,32,2,66,55,31,30
91,3,36,56,65,86,79,20
77,21,38,67,74,72,75,88
