37,39,41,48,1,24,16,8
36,13,42,20,30,5,9,46
31,17,10,15,4,27,50,11
18,22,19,40,6,38,28,12
34,25,23,44,21,29,51,49
35,33,14,43,3,7,47,45
32,11,1,26,13,2,46,31
6,15,30,10,28,50,19,8
23,12,49,24,48,34,5,21
4,16,43,7,14,47,40,25
36,29,33,22,39,51,26,20
3,41,42,44,35,37,18,2
32,38,9,13,17,45,27,23
6,5,49,31,43,4,30,40
25,21,7,20,24,46,39,10
12,28,3,50,37,29,26,44
15,41,14,32,51,27,9,22
11,18,35,16,1,17,36,34
8,48,38,33,47,19,42,2
45,49,6,20,7,37,12,26
9,22,28,5,39,43,46,23
44,24,15,4,40,50,32,10
42,48,33,16,18,38,51,47
27,21,8,17,25,2,3,29
14,34,19,13,11,45,36,41
30,31,37,7,35,1,15,46
24,20,16,22,26,23,4,49
40,21,38,51,33,32,17,3
10,36,45,19,5,43,8,2
48,18,29,30,44,12,11,39
1,31,14,9,25,6,35,28
47,27,13,41,50,7,42,34
3,26,24,5,46,8,45,49
16,11,10,2,32,44,38,36
9,15,43,22,51,48,18,4
47,13,39,17,37,40,6,42
29,1,28,30,21,23,35,41
27,31,50,25,33,20,12,34
14,18,9,3,19,7,24,38
44,46,6,48,11,43,22,13
39,36,5,45,15,42,29,8
40,51,2,12,26,30,16,50
19,17,33,27,41,10,49,1
28,20,23,47,25,35,37,32
34,4,31,8,21,39,22,14
50,26,36,6,7,9,40,29
49,19,44,18,33,1,27,5
45,30,2,37,17,10,48,25
34,23,32,14,12,16,31,35
51,11,46,47,42,28,15,24
43,13,4,21,41,38,20,3
39,2,44,33,26,9,17,6
5,14,25,29,22,10,23,18
28,11,40,27,19,51,35,37
1,42,43,38,31,3,24,21
20,8,41,7,12,45,32,4
36,50,46,48,49,34,47,16
51,15,5,13,30,2,26,14
3,19,43,37,23,6,33,11
4,35,10,42,18,45,1,24
29,16,34,40,48,44,20,27
32,47,31,39,9,49,13,36
38,21,50,15,41,25,22,30
46,12,8,14,17,28,7,11
2,42,10,27,5,40,20,35
31,51,36,3,6,4,47,29
38,34,30,39,33,37,13,24
46,18,21,28,50,32,22,45
49,1,25,7,26,48,15,19
16,23,8,9,43,44,12,17
47,41,5,10,29,20,11,31
37,27,4,46,38,36,2,21
49,3,30,32,42,39,25,19
24,40,45,51,13,22,6,1
16,14,28,17,15,33,12,18
8,35,44,9,43,41,34,26
23,3,48,42,7,50,27,36
46,29,38,32,5,49,37,6
20,4,17,28,10,14,24,51
45,43,41,33,15,25,16,26
35,39,7,48,11,30,21,50
19,22,1,12,8,47,13,44
2,9,18,34,31,40,23,49
27,15,37,36,28,32,51,43
10,26,21,33,14,6,11,42
16,5,39,50,4,47,3,1
40,46,17,41,34,8,18,25
13,35,29,45,22,7,2,23
12,19,20,30,24,31,48,9
38,49,11,15,44,36,14,4
10,28,34,37,8,3,40,39
13,26,50,35,42,5,41,18
9,12,21,47,2,30,1,51
29,24,27,43,23,33,31,19
45,25,7,46,22,44,48,38
18,17,32,6,20,16,3,15
50,37,49,1,41,9,4,12
2,24,34,11,27,13,39,28
36,33,25,40,48,14,45,38
30,8,47,35,20,46,29,43
7,6,51,23,17,10,44,5
22,42,26,31,21,32,19,16
