3,4,2,1
6,1,5,3
2,4,5,6
4,6,3,1
5,6,2,3
1,4,5,2
1,2,6,3
5,3,4,2
1,5,6,4
2,5,1,6
3,1,4,5
3,4,6,2
3,6,4,5
2,3,1,5
6,2,4,1
