59,45,18,94,50,12
87,95,56,35,23,37
30,4,41,58,88,16
96,40,77,46,29,9
74,49,34,89,71,63
68,36,81,75,97,2
90,82,22,11,57,64
84,79,21,66,72,73
33,10,83,60,24,91
25,26,69,17,6,47
54,42,70,14,78,53
76,31,27,5,3,13
80,39,1,55,65,85
61,86,32,92,93,8
43,52,48,15,7,51
62,28,44,19,20,67
38,99,88,98,45,36
29,49,94,81,90,23
11,30,56,84,63,50
2,34,4,10,12,96
57,35,73,66,74,47
46,22,41,91,18,79
13,9,54,26,64,21
68,55,82,42,89,5
32,14,39,78,61,77
17,40,33,48,59,80
25,70,60,62,93,65
95,24,76,97,71,28
38,44,58,86,87,52
75,92,51,69,3,99
43,19,83,98,8,27
31,15,53,16,67,1
37,85,7,6,20,72
11,91,9,13,49,88
84,12,68,35,90,54
56,47,81,55,18,64
94,2,73,14,48,82
45,77,63,60,26,96
23,59,89,76,22,78
24,61,87,80,41,70
40,28,65,92,4,44
27,21,36,10,25,51
34,50,32,3,43,97
83,79,5,15,58,20
62,1,57,7,75,29
85,53,98,17,46,30
42,16,19,99,33,74
39,69,86,72,95,31
71,52,93,37,8,67
38,66,49,76,6,68
11,47,55,77,94,24
90,13,28,78,56,60
27,41,64,14,44,89
51,22,80,25,32,2
35,15,18,63,92,70
48,1,20,87,34,21
91,58,84,59,98,3
96,33,53,81,43,57
88,17,26,83,73,75
4,7,45,86,71,74
29,39,54,37,52,19
65,42,72,23,46,38
50,5,40,62,66,69
93,36,12,79,30,31
97,99,6,67,82,61
9,8,16,10,95,85
70,20,94,32,64,76
89,11,98,1,51,35
43,44,84,13,2,24
80,21,57,28,77,15
73,7,92,33,56,45
37,78,48,18,68,96
59,83,29,55,38,74
65,5,14,49,17,86
52,25,58,34,42,31
67,87,46,69,12,63
61,62,85,90,10,88
23,99,8,26,97,30
82,95,19,53,36,66
47,41,75,9,50,39
22,54,60,27,72,16
3,40,71,81,6,79
15,68,91,93,4,56
18,74,11,44,32,33
94,76,51,84,83,65
57,37,77,70,34,59
52,17,24,21,12,89
58,29,78,67,73,85
64,80,86,88,96,35
36,69,97,53,13,20
10,31,46,45,47,14
19,92,72,5,9,87
8,60,1,2,79,49
30,3,38,22,62,95
39,48,93,6,63,4
23,50,82,16,81,98
99,54,55,28,43,25
75,71,27,91,40,61
7,26,90,41,66,42
73,86,18,34,24,80
36,35,44,69,85,59
20,56,17,96,29,31
5,32,52,47,53,84
19,97,64,49,45,15
21,83,3,46,70,11
78,72,8,51,4,62
89,16,6,13,65,87
60,9,99,76,14,37
77,38,82,75,74,43
30,2,81,54,61,7
68,10,67,92,79,50
71,88,94,39,22,42
25,48,12,41,23,57
98,93,90,40,55,95
27,33,28,1,58,26
63,66,97,44,29,91
20,35,49,3,24,78
6,84,62,86,46,15
47,60,4,89,80,19
72,34,14,16,75,11
85,21,2,56,38,5
65,52,45,82,69,30
36,76,74,54,67,17
51,13,42,57,18,50
31,25,71,73,77,90
8,70,40,12,7,22
93,59,58,99,96,66
95,41,92,1,94,43
26,37,81,32,91,10
87,98,33,64,68,39
53,48,55,79,27,88
63,9,23,28,83,61
86,47,3,29,82,15
30,67,34,60,21,35
18,16,49,52,62,36
50,89,46,44,73,54
42,85,76,45,11,40
12,51,14,93,19,38
70,72,13,71,17,1
56,75,6,58,94,80
69,78,10,7,98,41
24,90,37,74,27,53
4,99,87,22,81,83
2,88,23,33,77,20
79,63,32,65,57,95
96,84,92,97,39,25
5,64,28,8,91,48
26,61,43,31,59,68
66,51,67,9,55,45
3,15,73,36,60,42
12,80,62,82,58,71
94,54,47,40,38,34
44,30,10,90,1,6
50,53,7,49,87,93
77,19,22,85,86,13
78,27,17,95,11,99
74,96,79,70,23,52
88,81,25,24,5,46
20,14,26,4,57,98
97,65,59,48,56,9
21,31,75,55,63,8
72,28,29,41,32,68
64,92,66,83,37,2
43,91,35,39,76,16
61,89,69,18,84,33
