16,80,31,32,49,75,78,2
21,8,20,65,29,71,86,79
10,52,46,66,74,5,9,35
39,57,11,4,13,76,69,28
25,17,3,30,70,33,77,63
62,55,34,43,87,61,84,60
1,44,26,18,15,6,68,22
27,47,12,59,23,14,85,36
51,19,24,7,38,64,81,42
58,83,48,67,82,40,53,50
56,45,41,54,37,73,72,9
8,28,10,35,17,69,70,2
29,11,55,77,16,79,43,5
26,49,31,62,21,44,57,34
22,75,61,3,4,27,23,65
66,12,13,84,51,30,38,86
60,52,7,20,32,85,19,67
78,24,59,56,83,41,25,74
87,71,37,15,58,42,76,40
82,47,45,18,80,81,73,33
50,72,63,54,39,14,68,46
53,48,36,77,6,1,64,61
9,23,55,66,17,26,21,11
27,19,2,52,44,60,29,30
78,22,12,41,5,28,49,20
85,4,34,75,38,58,8,24
16,7,67,42,13,56,33,62
69,59,65,57,45,50,73,46
79,32,14,87,84,53,18,83
25,15,35,81,80,43,6,39
37,76,36,64,86,3,68,63
1,48,31,10,40,54,47,71
28,74,51,70,27,82,72,75
78,13,44,8,77,26,12,60
50,66,62,17,24,29,20,45
18,34,79,61,7,14,2,41
19,35,33,55,73,49,4,58
30,36,15,39,65,38,32,9
63,80,1,40,5,54,85,59
74,42,47,53,84,68,69,21
10,37,11,22,83,51,43,81
71,6,82,3,57,72,52,16
46,70,64,25,23,31,67,87
18,76,75,86,48,56,60,55
34,77,28,14,15,66,19,45
20,79,9,13,36,63,35,27
68,40,61,5,24,26,39,73
69,43,33,1,32,21,59,51
3,83,16,47,12,7,29,58
4,70,38,87,31,50,74,37
56,23,71,42,11,2,80,53
64,49,85,65,10,84,25,82
6,30,8,72,62,46,22,76
81,86,54,57,67,17,52,78
36,41,40,44,48,33,75,51
73,16,21,1,14,63,60,24
77,5,19,58,9,18,27,69
38,29,26,23,28,32,42,37
2,84,64,50,15,11,56,12
46,59,87,82,39,10,13,47
49,67,45,6,31,3,79,4
7,25,86,8,54,53,66,44
41,65,76,68,85,81,70,78
55,61,30,57,80,20,72,83
74,71,62,48,35,17,22,34
52,28,73,64,43,50,42,27
2,46,16,36,59,40,26,19
63,15,47,38,67,10,79,56
51,77,84,49,87,54,39,29
76,31,81,45,24,5,53,23
65,83,14,6,60,33,8,9
22,86,44,74,70,61,58,32
68,82,30,4,11,7,71,34
66,78,48,43,55,72,3,69
35,57,13,85,25,21,18,37
75,41,17,80,12,62,52,1
67,20,51,73,77,2,23,76
65,87,5,26,19,47,56,14
59,81,61,28,84,8,40,79
34,58,50,68,32,6,86,10
33,27,49,83,72,38,46,71
30,85,42,48,3,45,57,74
12,24,54,31,35,82,43,11
62,69,78,25,9,1,7,36
20,39,17,18,44,16,37,75
4,60,80,22,41,64,66,21
53,55,70,15,52,13,63,29
26,67,28,72,58,86,84,59
33,2,5,38,57,68,87,48
40,35,56,32,8,3,77,27
47,11,6,51,61,45,78,71
43,73,30,23,79,62,44,85
81,20,14,10,42,36,4,25
21,39,76,52,64,34,83,12
46,60,75,15,53,37,7,17
22,19,69,29,41,63,82,31
50,9,24,70,18,66,49,80
54,1,74,2,55,65,16,13
6,85,27,73,86,87,11,28
72,44,32,77,47,4,5,81
14,78,21,35,30,64,10,40
60,51,58,79,17,57,46,56
37,52,34,84,20,22,36,33
59,31,83,66,42,18,15,62
61,69,50,38,76,25,54,16
29,9,67,82,75,68,1,55
71,13,24,80,3,12,48,19
23,8,63,49,43,74,65,7
45,53,39,35*,27*,70,41,26
