18,20,15,23,4,14,11,9
17,6,3,10,22,2,8,7
21,19,12,24,1,16,5,13
15,14,22,6,10,4,8,23
1,5,2,21,24,13,9,17
20,12,3,19,18,11,7,16
13,23,1,14,22,4,6,21
10,7,19,20,2,24,18,3
11,5,8,9,12,15,16,17
18,1,24,22,3,19,4,23
5,10,9,16,6,7,13,15
12,8,14,2,20,21,17,11
16,3,10,22,4,9,19,5
11,20,23,24,8,21,15,13
14,17,2,18,7,6,1,12
23,5,22,13,3,8,11,19
24,9,6,20,12,1,18,10
21,2,4,16,17,15,7,14
13,19,18,8,22,9,23,12
6,17,5,7,15,4,20,1
2,16,3,11,14,10,24,21
7,22,23,17,20,12,13,5
19,15,10,2,3,1,11,14
9,18,21,4,6,24,16,8
15,11,13,10,19,17,1,22
24,12,7,4,9,23,21,3
16,8,14,20,2,18,6,5
21,7,9,1,10,22,12,11
5,3,24,15,23,2,20,6
8,13,17,4,14,16,19,18
