22,51,5,30,38,13
41,45,32,14,49,1
53,48,26,33,3,47
6,35,23,11,31,37
7,43,39,44,16,21
15,46,50,36,4,9
18,40,8,19,52,24
10,17,34,29,42,28
20,2,12,25,27,26
49,11,48,39,37,44
36,13,33,43,3,35
5,47,19,30,31,6
1,8,4,38,16,51
40,45,25,18,42,46
22,28,15,21,24,12
10,53,50,52,34,20
7,41,27,17,29,32
44,23,2,38,14,9
6,25,47,8,45,39
4,42,37,28,43,36
48,21,46,31,10,26
3,20,16,40,19,41
13,52,29,12,9,1
34,53,2,5,35,17
33,23,49,30,18,7
15,24,11,32,50,51
8,31,14,42,27,22
39,6,28,3,41,46
53,9,35,25,21,1
13,12,37,20,48,36
11,34,40,38,7,33
4,5,24,52,49,27
29,16,15,47,30,14
2,43,45,19,10,22
51,17,18,50,26,44
25,32,53,23,36,40
5,3,52,46,8,33
31,13,39,14,34,15
24,29,20,16,2,11
9,41,10,35,37,18
12,47,42,7,23,50
44,22,4,1,6,26
21,28,38,19,49,32
45,30,51,48,17,43
27,14,3,18,11,53
41,36,31,7,2,8
24,50,1,10,39,46
42,52,44,21,15,13
26,32,28,29,45,5
12,48,30,40,4,35
38,37,25,17,33,16
49,22,43,47,20,23
27,51,9,34,19,6
28,11,10,53,13,8
41,14,21,48,5,40
45,26,36,24,38,31
4,29,23,35,39,52
46,16,34,17,12,49
51,3,7,2,22,25
1,15,18,43,20,6
32,27,30,9,50,37
33,19,42,44,47,41
35,38,48,46,28,52
17,23,45,3,4,13
36,51,49,10,40,29
21,30,43,34,8,24
6,44,27,42,53,16
37,1,5,47,7,15
18,19,2,11,39,12
32,33,9,20,31,22
14,26,43,50,25,41
35,44,34,45,24,3
49,40,47,13,27,28
37,7,29,53,46,19
9,20,39,42,5,38
12,33,14,51,6,10
22,11,50,16,25,48
52,30,4,2,32,31
36,1,17,23,18,21
8,15,42,26,35,49
37,46,20,14,44,51
16,24,7,28,9,45
5,10,30,4,25,11
6,21,33,50,2,29
26,18,47,34,32,13
52,40,17,39,36,22
27,8,19,23,1,48
43,41,38,15,12,53
31,9*,50*,49*,29*,3
